key	wordnet_id	synonyms	provenance
n04536866	eng-30-04536866-n	vedel, fiedel, viool	odwn
n04540053	eng-30-04540053-n	volleybal	odwn
n04542943	eng-30-04542943-n	wafelijzer	odwn
n04548280	eng-30-04548280-n	wandklok	odwn
n04548362	eng-30-04548362-n	portefeuille, portemonnee	odwn
n04550184	eng-30-04550184-n	kledingkast, kleerkast, kast	odwn
n04552348	eng-30-04552348-n	gevechtsvliegtuig	odwn
n04553703	eng-30-04553703-n	fonteintje, wastafel, waskom, lavabo, wastafel	google_translate
n04554684	eng-30-04554684-n	wasmachine	odwn
n04557648	eng-30-04557648-n	bedkruik, bidon, kruik, warmwaterzak	odwn
n04560804	eng-30-04560804-n	water kan	google_translate
n04562935	eng-30-04562935-n	pompstation, waterstation, watertoren	odwn
n04579145	eng-30-04579145-n	whisky kruik	google_translate
n04579432	eng-30-04579432-n	fluittoon	odwn
n04584207	eng-30-04584207-n	pruik	odwn
n04589890	eng-30-04589890-n	raamscherm	google_translate
n04590129	eng-30-04590129-n	Zonnescherm	google_translate
n04591157	eng-30-04591157-n	Windsor tie	google_translate
n04591713	eng-30-04591713-n	wijnfles	google_translate
n04592741	eng-30-04592741-n	vleugel	odwn
n04596742	eng-30-04596742-n	wokken, wadjan, wadjang, wok	odwn
n04597913	eng-30-04597913-n	houten lepel	google_translate
n04599235	eng-30-04599235-n	wol, schapenvacht, schapenwol, schapewol	odwn
n04604644	eng-30-04604644-n	worm hek, slang hek, snake-spooromheining, Virginia hek	google_translate
n04606251	eng-30-04606251-n	wrak	google_translate
n04612504	eng-30-04612504-n	jol	google_translate
n04613696	eng-30-04613696-n	yurt	google_translate
n06359193	eng-30-06359193-n	website	odwn
n06596364	eng-30-06596364-n	stripboek	google_translate
n06785654	eng-30-06785654-n	kruiswoordpuzzel, kruiswoordraadsel	odwn
n06794110	eng-30-06794110-n	straatnaambordje	odwn
n06874185	eng-30-06874185-n	stoplicht, verkeerslicht, stopsein, stopsignaal	odwn
n07248320	eng-30-07248320-n	boekomslag, flap	odwn
n07565083	eng-30-07565083-n	menu	google_translate
n07579787	eng-30-07579787-n	bord	google_translate
n07583066	eng-30-07583066-n	guacamole	google_translate
n07584110	eng-30-07584110-n	consommé	odwn
n07590611	eng-30-07590611-n	hot pot, jachtschotel	google_translate
n07613480	eng-30-07613480-n	puddingtaart	odwn
n07614500	eng-30-07614500-n	roomijs, ijs, ijsco, ijsje	odwn
n07615774	eng-30-07615774-n	ijslolly, lolly	odwn
n07684084	eng-30-07684084-n	Frans brood	google_translate
n07693725	eng-30-07693725-n	bagel	odwn
n07695742	eng-30-07695742-n	zoute krakeling, pretzel	odwn
n07697313	eng-30-07697313-n	kaasburger, cheeseburger	odwn
n07697537	eng-30-07697537-n	hotdog, hotdog, roodgloeiend	google_translate
n07711569	eng-30-07711569-n	aardappelpuree	google_translate
n07714571	eng-30-07714571-n	sluitkool	google_translate
n07714990	eng-30-07714990-n	broccoli	odwn
n07715103	eng-30-07715103-n	bloemkool	odwn
n07716358	eng-30-07716358-n	courgette, courgette	google_translate
n07716906	eng-30-07716906-n	spaghettipompoen	google_translate
n07717410	eng-30-07717410-n	eikelpompoen	google_translate
n07717556	eng-30-07717556-n	pompoen	google_translate
n07718472	eng-30-07718472-n	komkommer	odwn
n07718747	eng-30-07718747-n	artisjok	odwn
n07720875	eng-30-07720875-n	paprika	google_translate
n07730033	eng-30-07730033-n	kardoen	odwn
n07734744	eng-30-07734744-n	paddenstoel, op het puntje van zijn tong, zwam	odwn
n07742313	eng-30-07742313-n	Granny Smith	google_translate
n07745940	eng-30-07745940-n	aardbei	google_translate
n07747607	eng-30-07747607-n	appelsienenboom, sinaasappelboom, appelsien, sinaasappel	odwn
n07749582	eng-30-07749582-n	citroen	odwn
n07753113	eng-30-07753113-n	vijg	google_translate
n07753275	eng-30-07753275-n	ananas	odwn
n07753592	eng-30-07753592-n	bananengeel	odwn
n07754684	eng-30-07754684-n	jackfruit, jak, vijzel	google_translate
n07760859	eng-30-07760859-n	vlaappel	google_translate
n07768694	eng-30-07768694-n	granaatappel	google_translate
n07802026	eng-30-07802026-n	hooi	odwn
n07831146	eng-30-07831146-n	carbonara	google_translate
n07836838	eng-30-07836838-n	chocolade saus, chocolade siroop	google_translate
n07860988	eng-30-07860988-n	deeg	odwn
n07871810	eng-30-07871810-n	gehakt, gehaktbrood	odwn
n07873807	eng-30-07873807-n	pizza	odwn
n07875152	eng-30-07875152-n	hutspot	google_translate
n07880968	eng-30-07880968-n	burrito	google_translate
n07892512	eng-30-07892512-n	rode wijn	odwn
n07920052	eng-30-07920052-n	espresso, espresso(-koffie), espressokoffie	odwn
n07930864	eng-30-07930864-n	kop	google_translate
n07932039	eng-30-07932039-n	Advocaat, advokaat	odwn
n09193705	eng-30-09193705-n	bergtop, alp	odwn
n09229709	eng-30-09229709-n	bel	odwn
n09246464	eng-30-09246464-n	klif, klip	odwn
n09256479	eng-30-09256479-n	koraalbank, koraalrif, puinwal	odwn
n09288635	eng-30-09288635-n	geizer, geiser	odwn
n09332890	eng-30-09332890-n	Lakeside, oever, meeroever	odwn
n09399592	eng-30-09399592-n	hoek, kaap, landpunt	odwn
n09421951	eng-30-09421951-n	zandbank	odwn
n09428293	eng-30-09428293-n	zeekust, zeekant, kustlijn, kust	odwn
n09468604	eng-30-09468604-n	dal, vallei	odwn
n09472597	eng-30-09472597-n	vulkaan, vuurberg	odwn
n09835506	eng-30-09835506-n	ballplayer, basketbal speler	google_translate
n10148035	eng-30-10148035-n	bruidegom	odwn
n10565667	eng-30-10565667-n	duiker	google_translate
n11879895	eng-30-11879895-n	koolzaad, raapzaad	odwn
n11939491	eng-30-11939491-n	margriet, Margriet, Madelief, madeliefje	odwn
n12057211	eng-30-12057211-n	slipper geel dame, gele dame-slipper, vrouwenschoentje, Cypripedium parviflorum	google_translate
n12144580	eng-30-12144580-n	maïs	google_translate
n12267677	eng-30-12267677-n	eikel	odwn
n12620546	eng-30-12620546-n	bottel, rozebottel, rozenbottel	odwn
n12768682	eng-30-12768682-n	Buckeye, paardekastanje, conker	google_translate
n12985857	eng-30-12985857-n	koraal schimmel	google_translate
n12998815	eng-30-12998815-n	plaatzwam	odwn
n13037406	eng-30-13037406-n	Gyromitra	google_translate
n13040303	eng-30-13040303-n	stinkhorn, aas schimmel	google_translate
n13044778	eng-30-13044778-n	aardster	google_translate
n13052670	eng-30-13052670-n	kip-of-the-woods, duivin van het bos, Polyporus frondosus, frondosa	google_translate
n13054560	eng-30-13054560-n	bolete	google_translate
n13133613	eng-30-13133613-n	aar, korenaar	odwn
n15075141	eng-30-15075141-n	pleepapier, toiletpapier, wc-papier	odwn
